ID,Gain,Loss
4622083,66 S. Ct. 250,
4622083,87 S. Ct. 1065,
4622083,79 S. Ct. 104,
4622083,,66 S. Ct. 250 (1946)
4622083,,87 S. Ct. 1065 (1967)
4622083,,79 S. Ct. 104 (1958)
5829606,,"Taney, 11"
2975709,127 S.Ct. 1586,
2975709,,127 S.Ct. 1586 (2007)
1281555,97 S.Ct. 2569,
1281555,78 S.Ct. 199,
1281555,105 S.Ct. 2174,
1281555,,105 S.Ct. 2174 (1985)
1281555,,78 S.Ct. 1228 (1958)
1281555,,78 S.Ct. 199 (1957)
1281555,78 S.Ct. 1228,
1281555,,97 S.Ct. 2569 (1977)
1281555,,104 S.Ct. 1473 (1984)
1281555,104 S.Ct. 1473,
2718679,,131 S. Ct. 1679 (2011)
2718679,131 S. Ct. 1679,
2994815,121 S. Ct. 336,
2994815,120 S. Ct. 2348,
2994815,,121 S. Ct. 336 (2000)
2994815,,120 S. Ct. 2348 (2000)
3144103,,104 S. Ct. 2052 (1984)
3144103,104 S. Ct. 2052,
2665962,,91 F. App’x 942
2075309,,31 N. W. (2d) 172
2075309,,56 N. W. (2d) 525
2075309,,27 N. W. (2d) 454
2075309,,6 N. W. (2d) 664
2075309,,56 N. W. (2d) 548
2075309,,52 N. W. (2d) 401
4092957,,415 F. App’x 601
4092957,,136 S. Ct. 2243 (2016)
4092957,136 S. Ct. 2243,
4092957,135 S. Ct. 158,
4092957,,635 F. App’x 286
4092957,,635 F. App’x at 288
4092957,,135 S. Ct. 158 (2014)
219355,131 S. Ct. 1866,
219355,,131 S. Ct. 1866 (2011)
1399292,274 S.C. 272,
1399292,,136 S.E. (2d) 257
1399292,,274 S.C. 272 (1980)
1399292,,128 S.E. (2d) 171
1399292,,133 S.E. (2d) 753
1274883,309 S.C. 129,
1274883,,390 S.E. (2d) 471
1274883,,392 S.E. (2d) 472
1274883,,415 S.E. (2d) 393
1274883,,309 S.C. 129 (1992)
1274883,,400 S.E. (2d) 781
1274883,,400 S.E. (2d) 492
1274883,,221 S.E. (2d) 773
6849206,100 S. Ct. 452,
6849206,100 S. Ct. 1156,
6849206,,100 S. Ct. 452 (1979)
6849206,,100 S. Ct. 1156 (1980)
